Complex,Complex name,Complex short name,Subunit,Protein name,Protein,Evidence level,Citation,Comment
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0804800,peptidyl-prolyl cis-trans isomerase,,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0518500,"ATP-dependent RNA helicase DDX23, putative",Spddx23,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1031600,protein GEXP15,Spgexp15,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1003800,"U5 small nuclear ribonucleoprotein component, putative",Spu5 small nuclear ribonucleoprotein component,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0422500,"pre-mRNA-splicing helicase BRR2, putative",Spbrr2,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1231500,"mitosis protein dim1, putative",,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0405400,"pre-mRNA-processing-splicing factor 8, putative",Sprna-processing-splicing factor 8,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1110200,"pre-mRNA-processing factor 6, putative",Sprna-processing factor 6,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0822800,"U5 small nuclear ribonucleoprotein 40 kDa protein, putative",Spda protein,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0323700,"U4/U6.U5 tri-snRNP-associated protein 1, putative",Sprnp-associated protein 1,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1317000,"U4/U6.U5 tri-snRNP-associated protein 2, putative",Sprnp-associated protein 2,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0818000,"U4/U6.U5 small nuclear ribonucleoprotein, putative",Spu5 small nuclear ribonucleoprotein,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1402400,"zinc finger protein, putative",,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1237800,"ubiquitin-like modifier HUB1, putative",Sphub1,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1324200,"micro-fibrillar-associated protein, putative",,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1132600,"pre-mRNA-splicing factor 38A, putative",Spa,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1243100,"zinc finger protein, putative",,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1311200,"transducin beta-like protein TBL1, putative",Sptbl1,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0308600,"pre-mRNA-processing factor 19, putative",Sprna-processing factor 19,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1033600,"pre-mRNA-splicing factor CEF1, putative",Spcef1,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0403700,"pre-mRNA-splicing factor CLF1, putative",Spclf1,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1235900,"pre-mRNA-splicing factor SYF1, putative",Spsyf1,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0803000,peptidyl-prolyl cis-trans isomerase,,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1472000,"pre-mRNA-splicing factor ISY1, putative",Spisy1,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0614400,"pre-mRNA-splicing factor CWF7, putative",Spcwf7,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_0917600,"pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43, putative",Spprp43,NA,,
spliceosome_B_complexes_NTCNTR,,0,PF3D7_1244400,"RNA-binding protein, putative",Sprna-binding protein,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1468800,"splicing factor U2AF large subunit, putative",Spaf large subunit,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1119300,"splicing factor U2AF small subunit, putative",Spaf small subunit,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1321700,splicing factor 1,PSpliceosomeAO1,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1306900,"U1 small nuclear ribonucleoprotein A, putative",Spa,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1367100,"U1 small nuclear ribonucleoprotein 70 kDa homolog, putative",Spda homolog,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0812700,"U1 small nuclear ribonucleoprotein C, putative",Spc,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1414800,"small nuclear ribonucleoprotein-associated protein B, putative",Spb,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1125500,"small nuclear ribonucleoprotein Sm D1, putative",Spd1,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0218500,"small nuclear ribonucleoprotein Sm D2, putative",Spd2,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0909800,"small nuclear ribonucleoprotein Sm D3, putative",Spd3,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1350200,"small nuclear ribonucleoprotein E, putative",Spe,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1126900,"small nuclear ribonucleoprotein F, putative",Spf,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0822300,"small nuclear ribonucleoprotein G, putative",Spg,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0924700,"splicing factor 3A subunit 3, putative",Spa subunit 3,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0619900,"splicing factor 3A subunit 2, putative",Spa subunit 2,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1474500,"splicing factor 3A subunit 1, putative",Spa subunit 1,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0308900,"splicing factor 3B subunit 1, putative",Spb subunit 1,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1461600,"splicing factor 3B subunit 2, putative",Spb subunit 2,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1234800,"splicing factor 3B subunit 3, putative",Spb subunit 3,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1420000,"splicing factor 3B subunit 4, putative",Spb subunit 4,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1355800,"splicing factor 3B subunit 5, putative",Spb subunit 5,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1224900,"splicing factor 3B subunit 6, putative",Spb subunit 6,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1018500,"pre-mRNA-splicing factor RDS3, putative",Sprds3,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1369700,"U2 small nuclear ribonucleoprotein A', putative",Spa',NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0935000,"U2 small nuclear ribonucleoprotein B'', putative",Spb'',NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0520300,"U6 snRNA-associated Sm-like protein LSm2, putative",Splsm2,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0819900,"U6 snRNA-associated Sm-like protein LSm3, putative",Splsm3,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1107000,"U6 snRNA-associated Sm-like protein LSm4, putative",Splsm4,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1443300,"U6 snRNA-associated Sm-like protein LSm5, putative",Splsm5,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1325000,"U6 snRNA-associated Sm-like protein LSm6, putative",Splsm6,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1209200,"U6 snRNA-associated Sm-like protein LSm7, putative",Splsm7,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_0829300,"U6 snRNA-associated Sm-like protein LSm8, putative",Splsm8,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1309300,"U4/U6 small nuclear ribonucleoprotein PRP3, putative",Spprp3,NA,,
spliceosome_all,Spliceosome,Spliceosome,PF3D7_1123900,"13 kDa ribonucleoprotein-associated protein, putative",Spda ribonucleoprotein-associated protein,NA,,
